width,depth,curvature,point_count,label
0.1750,0.0565,10.5813,10,
0.1389,0.0045,2.0410,5,
0.4807,0.0578,2.1969,28,
0.5203,0.1226,3.3890,41,
0.1124,0.0064,4.5484,5,
0.1729,0.0538,10.5312,10,
0.1427,0.0011,0.4240,5,
0.4776,0.0601,2.3097,28,
0.5162,0.1393,3.4717,41,
0.0857,0.0034,3.8382,4,
0.1587,0.0474,11.3332,10,
0.1422,0.0040,1.5410,5,
0.4707,0.0576,2.0525,27,
0.5331,0.1134,3.2644,41,
0.0682,0.0063,10.7138,4,
0.0914,0.0012,1.2081,4,
0.1286,0.0334,14.2962,4,
0.1620,0.0558,11.7261,10,
0.1066,0.0010,4.5747,4,
0.4676,0.0568,2.0294,27,
0.5073,0.1189,3.5088,40,
0.0730,0.0087,13.3324,4,
0.0897,0.0006,3.1405,4,
0.1798,0.0590,10.4066,10,
0.1446,0.0031,1.2320,5,
0.4848,0.0574,2.0188,28,
0.5073,0.1235,3.5349,40,
0.0698,0.0003,0.6213,4,
0.0891,0.0019,2.0092,4,
0.1244,0.0269,11.9435,5,
0.1740,0.0579,10.7422,10,
0.1780,0.0024,1.8626,6,
0.4737,0.0557,1.9317,27,
0.5080,0.1167,3.5318,40,
0.1297,0.0522,15.4642,5,
0.0673,0.0013,2.3235,4,
0.0886,0.0016,1.6496,4,
0.1736,0.0562,10.6325,10,
0.1436,0.0009,4.1455,5,
0.4756,0.0531,2.1092,28,
0.5115,0.1154,3.5287,40,
0.0655,0.0088,15.9550,4,
0.0881,0.0022,2.5257,4,
0.1374,0.0277,10.3713,4,
0.1776,0.0579,10.4470,10,
0.1431,0.0015,1.4692,5,
0.4728,0.0554,2.0018,27,
0.5107,0.1143,3.4522,40,
0.0727,0.0008,1.4238,4,
0.0886,0.0010,1.0748,4,
0.1758,0.0555,10.4251,10,
0.1477,0.0041,2.8178,5,
0.4743,0.0564,2.0163,27,
0.5241,0.1223,3.3311,41,
0.0647,0.0064,12.7302,4,
0.0850,0.0035,3.9347,4,
0.1159,0.0218,12.5396,4,
0.1695,0.0550,10.8899,10,
0.1439,0.0011,5.4104,5,
0.4786,0.0586,2.1348,28,
0.5132,0.1135,3.3259,40,
0.1130,0.0054,3.7209,5,
0.1190,0.0276,13.1903,4,
0.1606,0.0535,11.6705,10,
0.1382,0.0011,0.4810,5,
0.4657,0.0553,2.0264,27,
0.5059,0.1117,3.4626,40,
0.1172,0.0035,2.2150,5,
0.1639,0.0542,11.4338,10,
0.1445,0.0032,1.3196,5,
0.4641,0.0571,2.2880,27,
0.5202,0.1098,3.3193,41,
0.0678,0.0045,7.7913,4,
0.0856,0.0034,3.8458,4,
0.1669,0.0536,11.0569,10,
0.1431,0.0028,1.0216,5,
0.4672,0.0541,2.2184,28,
0.5105,0.1189,3.5189,40,
0.1194,0.0334,16.9333,5,
0.0835,0.0055,6.8637,4,
0.1638,0.0484,10.9843,10,
0.1384,0.0044,1.9845,5,
0.4899,0.0585,2.0496,28,
0.5090,0.1173,3.4943,40,
0.0729,0.0080,11.9691,4,
0.0885,0.0010,1.0772,4,
0.1748,0.0593,10.6758,10,
0.1342,0.0065,2.8868,5,
0.4818,0.0594,2.1694,28,
0.5200,0.1143,3.3649,40,
0.1109,0.0062,4.3327,5,
0.1621,0.0523,11.3656,10,
0.1087,0.0009,0.6282,4,
0.4810,0.0615,2.1000,28,
0.5209,0.1154,3.2600,40,
0.0727,0.0086,12.9861,4,
0.0870,0.0025,2.8436,4,
0.1778,0.0569,10.3819,10,
0.1306,0.0492,16.0007,7,
0.1105,0.0025,1.6430,4,
0.4689,0.0560,2.0134,27,
0.5131,0.1169,3.4768,40,
0.0667,0.0009,1.7000,4,
0.0885,0.0016,1.6515,4,
0.1660,0.0551,11.2017,10,
0.1435,0.0013,0.6008,5,
0.4796,0.0547,2.0895,28,
0.5196,0.1155,3.3073,40,
0.1239,0.0536,15.8726,6,
0.0706,0.0082,13.2142,4,
0.0902,0.0011,1.0482,4,
0.1793,0.0608,10.4819,10,
0.1061,0.0024,1.7697,4,
0.4745,0.0570,2.1447,28,
0.5206,0.1176,3.3225,40,
0.0881,0.0046,5.1447,4,
0.1644,0.0492,10.9925,10,
0.1426,0.0033,1.2153,5,
0.4642,0.0554,2.1947,27,
0.5209,0.1195,3.3931,40,
0.0648,0.0053,10.2217,4,
0.0886,0.0016,1.6496,4,
0.1269,0.0349,14.3353,4,
0.1660,0.0557,11.1959,10,
0.1421,0.0025,1.0622,5,
0.4847,0.0532,2.0494,28,
0.5120,0.1199,3.3958,39,
0.0650,0.0094,17.6637,4,
0.0853,0.0033,3.7608,4,
0.1133,0.0296,17.0504,4,
0.1676,0.0513,10.7114,10,
0.1444,0.0013,0.4569,5,
0.4677,0.0582,2.2395,28,
0.5086,0.1402,3.5928,40,
0.0742,0.0092,13.4419,4,
0.0884,0.0007,11.4716,4,
0.1955,0.0681,9.8961,11,
0.1067,0.0033,2.2637,4,
0.4743,0.0551,1.9534,27,
0.5154,0.1224,3.3825,40,
0.0679,0.0016,2.7803,4,
0.1149,0.0037,2.4445,5,
0.1257,0.0117,11.3104,4,
0.1668,0.0551,11.4026,10,
0.1382,0.0051,2.0273,5,
0.4783,0.0554,2.1383,28,
0.5071,0.1169,3.5479,39,
0.0847,0.0046,5.2116,4,
0.1582,0.0490,11.5959,10,
0.1417,0.0020,0.8417,5,
0.4818,0.0546,1.9882,28,
0.5312,0.2055,3.8803,41,
0.0844,0.0043,5.0954,4,
0.1308,0.0275,11.2120,4,
0.1610,0.0494,11.1971,10,
0.1432,0.0020,0.9573,5,
0.4929,0.0517,1.9223,28,
0.5045,0.1164,3.5559,39,
0.0665,0.0008,1.4514,4,
0.0846,0.0046,5.2187,4,
0.1751,0.0557,10.4562,10,
0.1089,0.0013,0.9006,4,
0.4866,0.0574,1.9854,27,
0.5101,0.1183,3.5656,39,
0.0663,0.0039,9.9274,4,
0.0876,0.0045,5.1045,4,
0.1731,0.0553,10.6703,10,
0.1497,0.0042,1.7553,5,
0.4833,0.0542,1.8468,27,
0.5145,0.1216,3.4301,39,
0.0739,0.0022,3.6739,4,
0.0899,0.0012,2.8257,4,
0.1201,0.0316,14.5854,4,
0.1640,0.0545,11.2403,10,
0.1454,0.0002,0.0949,5,
0.4354,0.0412,1.6664,25,
0.4873,0.1112,3.5671,39,
0.1113,0.0063,4.4132,5,
0.1249,0.0203,11.3464,4,
0.1631,0.0494,11.0249,10,
0.1401,0.0026,1.4718,5,
0.3326,0.0218,1.8213,19,
0.4631,0.1011,3.7795,39,
0.0669,0.0045,8.0961,4,
0.0861,0.0037,3.9944,4,
0.1904,0.0680,10.1433,11,
0.1083,0.0014,0.9777,4,
0.4499,0.0151,1.6130,22,
0.0743,0.0070,13.3738,4,
0.4998,0.1121,3.5787,39,
0.1107,0.0101,7.1119,5,
0.1510,0.0507,12.5828,10,
0.1093,0.0019,1.8239,4,
0.3367,0.0073,0.9257,18,
0.4680,0.1432,4.1387,39,
0.0724,0.0080,12.5306,4,
0.0896,0.0013,1.4875,4,
0.1192,0.0332,15.1762,5,
0.1757,0.0594,10.7635,10,
0.3566,0.0119,6.1585,18,
0.4489,0.0769,3.7883,37,
0.1122,0.0047,3.2850,5,
0.1643,0.0496,10.9040,10,
0.1057,0.0032,2.3536,4,
0.3454,0.0120,0.8178,18,
0.4144,0.0738,3.9723,35,
0.1106,0.0097,7.2152,5,
0.1672,0.0520,10.9383,10,
0.3493,0.0109,0.7378,18,
0.4035,0.0817,3.9405,32,
0.0690,0.0025,4.6790,4,
0.0891,0.0019,2.0092,4,
0.1803,0.0621,10.4658,10,
0.3531,0.0101,5.3059,18,
0.3706,0.0769,4.7503,29,
0.0715,0.0097,15.5714,4,
0.0869,0.0010,1.1066,4,
0.1556,0.0524,12.1587,10,
0.3177,0.0105,0.9482,17,
0.3370,0.0807,6.1030,25,
0.0686,0.0010,2.0324,4,
0.0856,0.0034,3.8508,4,
0.1683,0.0542,10.9279,10,
0.3496,0.0156,1.3235,18,
0.3201,0.0598,8.4663,21,
0.0692,0.0072,12.7976,4,
0.0886,0.0008,0.8954,4,
0.1247,0.0325,13.8190,4,
0.1835,0.0580,9.9787,10,
0.3185,0.0138,1.2887,17,
0.2615,0.0789,10.6585,17,
0.1157,0.0063,3.7103,5,
0.1639,0.0502,10.9150,10,
0.3173,0.0070,2.9453,17,
0.1542,0.0040,4.4692,4,
0.2355,0.0736,11.8789,14,
0.0689,0.0068,11.3832,4,
0.0862,0.0016,1.7310,4,
0.1669,0.0522,11.0028,10,
0.3475,0.0141,1.1529,18,
0.1569,0.0070,15.6408,5,
0.2094,0.0829,12.4793,12,
0.0707,0.0076,12.7074,4,
0.0907,0.0008,0.8494,4,
0.1294,0.0489,15.6712,5,
0.1581,0.0471,11.2961,10,
0.3185,0.0099,3.8649,17,
0.1307,0.0188,9.9351,5,
0.2138,0.0912,11.8825,12,
0.0678,0.0054,9.3573,4,
0.0890,0.0019,2.0082,4,
0.1366,0.0239,9.2498,4,
0.1948,0.0771,10.1820,11,
0.3512,0.0178,1.1327,18,
0.1493,0.0219,10.2494,6,
0.1947,0.0849,12.9448,11,
0.0857,0.0034,3.8433,4,
0.1660,0.0509,10.8070,10,
0.3537,0.0126,2.0773,18,
0.1144,0.0200,12.8078,5,
0.1953,0.0655,12.7542,10,
0.0632,0.0013,3.2733,4,
0.0901,0.0008,0.8625,4,
0.1565,0.0506,11.9506,10,
0.1071,0.0023,1.6533,4,
0.3677,0.0204,1.7946,18,
0.1359,0.0246,11.8730,6,
0.1760,0.0811,13.8236,10,
0.0848,0.0046,5.1974,4,
0.1269,0.0334,16.1963,4,
0.1561,0.0496,11.8751,10,
0.3184,0.0147,1.4025,17,
0.1541,0.0223,9.2247,6,
0.1527,0.0732,17.0487,9,
0.0665,0.0071,12.6733,4,
0.0841,0.0035,3.9538,4,
0.1713,0.0550,10.7608,10,
0.3236,0.0138,1.3300,17,
0.1575,0.0164,6.0306,6,
0.1733,0.0611,15.3413,9,
0.1124,0.0073,5.2655,5,
0.1634,0.0480,10.8180,10,
0.2948,0.0131,1.9383,15,
0.2026,0.0143,4.9607,7,
0.1685,0.0701,16.0794,9,
0.0717,0.0043,6.8242,4,
0.0876,0.0034,3.6049,4,
0.1313,0.0308,12.2930,4,
0.1716,0.0545,10.7198,10,
0.0495,0.0171,40.2319,4,
0.2450,0.0075,2.8147,13,
0.1569,0.0188,6.2238,6,
0.2338,0.0370,15.0337,9,
0.0666,0.0052,9.9292,4,
0.1152,0.0024,1.6050,5,
0.1693,0.0531,10.7282,10,
0.0460,0.0134,37.8468,5,
0.2473,0.0107,5.9902,12,
0.1599,0.0165,5.7928,6,
0.2283,0.0446,15.4161,9,
0.0862,0.0028,3.0229,4,
0.1706,0.0537,10.7271,10,
0.0596,0.0163,28.8566,6,
0.2301,0.0102,3.3320,11,
0.1691,0.0157,5.7701,6,
0.1346,0.0740,18.5457,8,
0.1133,0.0077,5.5354,5,
0.1593,0.0518,11.6442,10,
0.1058,0.0032,2.3496,4,
0.0671,0.0217,26.9497,7,
0.2064,0.0056,10.2642,10,
0.2019,0.0122,5.6855,7,
0.2096,0.0498,16.8575,9,
0.1127,0.0063,4.4552,5,
0.1499,0.0619,13.8090,6,
0.1113,0.0039,3.5416,4,
0.0644,0.0166,24.8580,7,
0.2275,0.0119,13.4385,10,
0.2126,0.0195,5.1089,7,
0.2266,0.0458,16.0221,10,
0.1129,0.0075,5.3110,5,
0.1352,0.0312,11.7059,4,
0.1617,0.0527,11.4535,10,
0.1070,0.0313,21.1891,9,
0.1387,0.0023,1.0494,5,
0.0752,0.0148,18.6699,8,
0.2109,0.0125,5.8847,9,
0.2012,0.0154,5.1360,7,
0.1954,0.0508,17.7260,9,
0.0680,0.0019,3.3087,4,
0.0866,0.0039,4.2557,4,
0.1628,0.0536,11.6119,10,
0.1014,0.0458,21.2056,9,
0.1407,0.0060,2.6474,5,
0.0730,0.0177,22.0548,8,
0.1927,0.0105,4.9766,9,
0.2022,0.0180,4.1737,7,
0.1745,0.0422,18.4629,9,
0.1125,0.0062,4.1373,5,
0.1520,0.0535,12.5700,10,
0.0424,0.0069,27.0549,4,
0.1401,0.0016,0.9047,5,
0.0822,0.0231,20.6190,8,
0.2067,0.0118,7.4706,9,
0.2128,0.0189,4.0287,7,
0.1861,0.0388,16.9859,9,
0.0697,0.0069,11.4395,4,
0.0876,0.0019,2.0863,4,
0.1337,0.0455,16.1351,4,
0.1605,0.0578,11.9858,10,
0.1476,0.0017,0.7284,5,
0.0737,0.0209,23.6599,8,
0.1863,0.0122,3.5817,9,
0.2071,0.0181,3.6540,7,
0.1814,0.0403,17.4444,9,
0.1209,0.0423,16.8627,6,
0.0666,0.0059,11.0170,4,
0.0876,0.0028,3.0854,4,
0.1541,0.0506,11.8621,10,
0.1105,0.0019,1.7965,4,
0.0737,0.0191,22.6257,8,
0.2334,0.0110,13.5584,10,
0.1955,0.0194,4.7310,7,
0.2202,0.0555,16.2653,10,
0.0665,0.0039,7.0843,4,
0.0866,0.0031,3.3245,4,
0.1169,0.0222,11.5002,4,
0.1603,0.0542,11.6506,10,
0.1432,0.0036,1.4846,5,
0.0865,0.0256,20.5559,9,
0.1930,0.0074,16.7942,9,
0.1976,0.0228,5.2373,7,
0.2174,0.0471,16.4846,10,
0.0713,0.0024,4.1743,4,
0.0901,0.0010,1.0220,4,
0.1834,0.0738,10.8685,11,
0.0972,0.0426,20.4128,8,
0.1453,0.0021,0.8852,5,
0.0849,0.0251,20.7161,9,
0.1933,0.0102,5.9582,9,
0.1963,0.0194,4.8263,7,
0.1648,0.0410,17.7478,9,
0.0839,0.0058,6.8781,4,
0.1250,0.0327,13.8670,4,
0.1809,0.0766,11.1285,11,
0.0992,0.0260,17.1353,9,
0.1383,0.0034,1.6814,5,
0.0732,0.0145,18.8353,8,
0.3441,0.0205,3.2084,12,
0.2159,0.0226,3.4515,8,
0.1731,0.0398,18.4666,9,
0.0714,0.0011,1.8159,4,
0.0857,0.0034,3.8433,4,
0.1543,0.0525,12.1338,10,
0.2118,0.0466,7.7035,12,
0.1446,0.0013,0.4530,5,
0.0861,0.0215,18.8736,9,
0.3016,0.0196,2.7624,12,
0.2011,0.0191,4.5246,7,
0.1709,0.0418,17.9298,9,
0.0830,0.0089,10.4042,4,
0.1913,0.0735,10.4462,11,
0.1988,0.0467,11.4472,13,
0.1443,0.0009,0.3509,5,
0.0899,0.0334,21.2605,9,
0.1895,0.0108,4.7488,9,
0.2144,0.0206,3.7339,8,
0.1723,0.0416,18.6558,9,
0.0690,0.0015,2.8482,4,
0.0867,0.0031,3.3203,4,
0.1407,0.0542,14.0386,9,
0.1636,0.0589,11.8949,14,
0.1402,0.0656,14.4768,10,
0.1194,0.0483,16.8585,8,
0.0602,0.0022,5.1099,5,
0.1076,0.0496,19.6543,7,
0.2101,0.0601,11.3860,11,
0.0852,0.0011,1.4304,6,
0.0706,0.0019,5.2571,5,
0.1118,0.0053,3.4943,7,
0.0568,0.0017,4.3630,4,
0.1658,0.0824,13.7886,9,
0.0572,0.0103,22.2290,4,
0.1599,0.0100,3.0018,4,
0.3630,0.0370,2.1863,9,
0.0641,0.0058,10.6551,4,
0.1200,0.0055,3.4507,4,
0.1525,0.0162,5.8819,4,
0.3771,0.1613,5.7933,15,
0.3870,0.1061,4.5030,14,
0.3892,0.0879,3.9176,17,
0.4093,0.0982,3.7621,17,
0.4078,0.0756,3.1170,16,
0.3858,0.0558,2.9439,14,
0.3244,0.0277,2.0689,9,
0.1876,0.0162,3.3872,6,
0.0836,0.0036,4.1782,4,
0.2115,0.0166,2.8957,5,
0.1578,0.0128,4.4194,4,
0.1604,0.0140,4.4961,4,
0.1549,0.0017,15.2503,4,
0.1587,0.0187,6.6026,4,
0.1585,0.0171,5.8641,4,
0.1579,0.0089,6.4925,5,
0.1062,0.0022,1.6236,4,
0.1556,0.0222,8.0650,4,
0.1802,0.0253,5.8989,5,
0.0988,0.0030,2.5611,4,
0.2588,0.0372,4.1596,8,
0.0913,0.0038,4.0061,4,
0.3128,0.0401,3.3211,11,
0.1230,0.0022,4.9667,5,
0.3014,0.0625,4.8037,12,
0.1164,0.0035,1.9218,5,
0.3100,0.0630,4.4543,12,
0.0881,0.0049,5.1162,4,
0.1336,0.0291,12.9658,4,
0.3488,0.0401,5.0055,12,
0.0834,0.0013,1.5373,4,
0.2229,0.0481,6.6392,9,
0.1619,0.0568,12.3636,6,
0.2415,0.0481,5.6603,9,
0.0841,0.0042,4.7573,4,
0.2916,0.0718,5.4762,11,
0.2846,0.0598,4.9881,13,
0.2796,0.0610,5.2722,10,
0.2368,0.0823,10.1494,11,
0.1962,0.0277,8.8846,9,
0.1632,0.0157,4.9665,8,
0.0595,0.0026,6.3059,4,
0.0731,0.0060,8.3929,5,
0.1123,0.0143,9.2153,6,
0.2123,0.0367,6.6254,8,
0.2451,0.0927,10.5804,12,
0.2782,0.0970,10.0806,14,
0.1552,0.0120,4.1642,4,
0.3346,0.0478,5.9001,16,
0.1234,0.0053,5.5280,4,
0.3620,0.0369,6.5687,18,
0.4333,0.0482,6.8360,22,
0.1547,0.0174,6.0171,4,
0.4714,0.0771,6.1337,24,
0.4789,0.0776,5.0785,24,
0.4776,0.0988,4.0572,24,
0.3037,0.0660,4.8394,19,
0.0753,0.0101,13.1537,5,
0.4539,0.0841,3.6343,28,
0.4573,0.0968,3.7897,29,
0.4968,0.1223,3.8134,30,
0.5356,0.1711,4.3252,34,
0.5641,0.1603,4.6289,36,
0.5925,0.1267,4.0406,38,
0.5954,0.1261,3.6288,38,
0.5986,0.0626,2.5945,36,
0.6030,0.0717,3.0773,36,
0.1514,0.0035,1.2586,4,
0.6135,0.0772,3.3725,36,
0.5893,0.0994,3.7945,36,
0.5849,0.0922,4.1809,36,
0.5823,0.1285,4.2393,37,
0.5854,0.1022,4.1543,36,
0.5763,0.1044,4.1509,36,
0.5483,0.1101,4.3264,35,
0.5710,0.1005,4.1916,36,
0.5857,0.1286,4.4190,38,
0.5966,0.1142,4.4257,38,
0.6085,0.0930,4.0529,37,
0.5979,0.0822,3.6779,35,
0.5875,0.0515,3.4643,34,
0.5857,0.0848,5.7582,35,
0.5701,0.0775,5.8422,35,
0.5965,0.1054,5.1569,36,
0.6171,0.0812,4.2698,36,
0.6107,0.1080,4.0976,36,
0.6039,0.0771,3.2720,36,
0.5973,0.0523,2.7889,33,
0.6091,0.0667,2.9199,34,
0.5998,0.0681,3.5047,32,
0.1567,0.0028,10.7755,4,
0.6121,0.0705,3.5270,34,
0.6031,0.1017,3.9282,36,
0.5760,0.0873,3.8503,35,
0.5359,0.1107,3.9523,33,
0.5485,0.0647,3.3125,32,
0.5650,0.0667,3.4986,34,
0.5678,0.0722,3.5437,35,
0.5843,0.0845,3.6993,34,
0.5889,0.0921,3.8594,36,
0.5645,0.0894,3.8783,34,
0.5642,0.0771,3.7917,35,
0.5654,0.0718,3.7643,35,
0.5554,0.0690,3.6289,33,
0.5525,0.0698,3.8596,34,
0.5550,0.0694,3.8568,34,
0.5636,0.0809,3.8506,34,
0.5564,0.0814,3.8480,34,
0.0624,0.0002,0.8179,4,
0.0402,0.0087,36.7357,4,
0.5607,0.0872,3.9272,34,
0.1335,0.0126,6.1391,6,
0.5615,0.0860,3.8757,34,
0.1176,0.0151,7.8457,6,
0.5507,0.0862,3.9235,34,
0.0900,0.0007,0.8653,6,
0.5486,0.0839,4.1506,34,
0.1035,0.0039,3.1065,7,
0.5518,0.0868,3.9993,34,
0.1078,0.0049,3.4920,7,
0.5645,0.0804,3.9143,34,
0.1066,0.0041,3.5008,7,
0.5683,0.0631,3.7070,35,
0.1146,0.0114,7.0499,8,
0.5679,0.0784,3.8338,35,
0.1373,0.0195,7.6477,9,
0.5864,0.0672,3.5950,35,
0.1286,0.0236,9.8648,9,
0.5894,0.0733,3.6174,35,
0.1242,0.0227,10.3189,9,
0.1509,0.0180,7.1155,4,
0.5504,0.0939,4.1495,34,
0.1365,0.0181,7.4195,9,
0.5596,0.0910,4.2292,34,
0.1262,0.0209,9.7259,9,
0.5644,0.0939,4.0208,35,
0.1296,0.0163,7.6200,9,
0.5511,0.0983,4.1938,34,
0.1121,0.0114,7.1050,8,
0.5793,0.0941,3.9986,35,
0.1008,0.0079,6.0213,7,
0.5614,0.0923,4.2428,35,
0.1121,0.0101,6.3821,7,
0.5702,0.0987,4.1393,35,
0.1075,0.0052,3.8702,7,
0.5676,0.0842,4.0352,35,
0.1078,0.0013,2.7729,7,
0.5680,0.0806,4.0520,35,
0.0992,0.0093,7.4138,6,
0.5730,0.0842,3.9942,34,
0.0945,0.0015,1.5281,6,
0.1213,0.0593,17.5006,4,
0.5738,0.0944,4.0063,35,
0.1026,0.0188,12.0794,6,
0.5581,0.0959,4.1043,35,
0.0997,0.0056,4.9880,6,
0.5747,0.0842,3.9636,35,
0.0736,0.0203,24.5823,6,
0.5606,0.0889,4.0752,35,
0.0812,0.0040,5.1132,5,
0.5478,0.0916,4.2244,34,
0.1142,0.0157,8.6318,6,
0.5493,0.1066,4.3405,35,
0.0656,0.0059,11.9217,5,
0.5634,0.0868,3.9817,35,
0.0877,0.0022,2.2779,6,
0.5600,0.0963,4.2678,35,
0.1103,0.0008,1.1900,7,
0.5977,0.0751,3.8092,36,
0.0860,0.0038,4.5001,6,
0.5639,0.1030,4.5020,35,
0.1065,0.0063,4.5178,7,
0.1661,0.0082,2.7743,4,
0.5695,0.0899,4.3104,34,
0.1069,0.0083,5.9000,7,
0.5605,0.1097,4.4621,35,
0.0993,0.0064,5.2225,7,
0.5822,0.1348,4.4858,36,
0.0861,0.0047,5.2245,6,
0.5933,0.1136,4.4124,35,
0.0734,0.0015,2.9567,5,
0.6242,0.1032,4.1186,36,
0.0723,0.0027,4.4020,5,
0.6176,0.1169,4.5950,35,
0.6320,0.0990,4.5365,35,
0.1531,0.0135,5.1888,4,
0.5685,0.1052,4.3860,31,
0.4965,0.0953,4.8202,27,
0.1605,0.0100,3.3599,4,
0.4307,0.0653,5.6101,24,
0.3665,0.0411,4.7596,22,
0.1572,0.0143,5.0251,4,
0.3802,0.0745,8.4240,23,
0.3660,0.1278,8.0911,22,
0.1268,0.0169,7.2895,4,
0.3815,0.0924,5.4093,21,
0.1151,0.0111,9.5548,4,
0.0758,0.0140,17.6982,5,
0.2471,0.0349,4.3453,14,
0.0570,0.0010,2.5447,4,
0.2259,0.0211,3.7449,12,
0.0825,0.0002,0.6396,5,
0.1982,0.0206,4.1032,9,
0.0560,0.0052,13.8104,4,
0.1509,0.0181,6.6657,4,
0.2267,0.0793,8.8552,10,
0.0918,0.0119,10.2713,6,
0.1329,0.0387,15.5094,7,
0.0946,0.0118,9.5287,6,
0.0940,0.0078,6.4274,6,
0.2038,0.0245,4.6908,6,
0.0950,0.0057,5.5175,6,
0.2338,0.0273,4.5982,8,
0.1176,0.0162,9.5795,7,
0.2622,0.0300,3.8700,9,
0.1010,0.0103,7.6453,6,
0.2798,0.0282,2.9043,10,
0.0797,0.0054,7.4177,5,
0.1565,0.0133,4.6865,4,
0.2701,0.0409,4.9481,11,
0.0618,0.0058,12.4418,4,
0.2683,0.0537,5.7988,12,
0.0901,0.0054,5.3012,5,
0.2691,0.0472,4.8800,13,
0.0620,0.0077,16.1269,4,
0.3464,0.0697,6.6837,18,
0.4228,0.0667,7.2037,21,
0.4590,0.0353,4.0542,22,
0.5134,0.0983,3.3314,24,
0.5827,0.0867,3.3999,27,
0.5816,0.0468,3.8752,26,
0.5565,0.0629,2.2594,26,
0.5698,0.0506,2.3463,28,
0.5548,0.0963,3.9148,30,
0.4970,0.0791,3.8528,28,
0.1539,0.0190,6.7019,4,
0.4747,0.1030,4.3845,29,
0.4569,0.0634,3.0935,27,
0.4168,0.0829,6.6860,27,
0.3929,0.1294,7.6892,28,
0.3818,0.1377,8.0181,28,
0.3644,0.1342,8.1904,27,
0.3376,0.1332,9.1072,28,
0.0605,0.0062,13.1264,6,
0.3125,0.1422,9.6621,27,
0.0705,0.0208,25.3353,7,
0.2649,0.1674,10.7241,25,
0.2081,0.0992,11.2939,14,
0.2081,0.1594,11.0478,21,
0.1574,0.0187,6.8931,4,
0.3329,0.0830,5.8990,21,
0.2383,0.0858,8.6638,14,
0.4413,0.0856,5.4172,31,
0.0858,0.0192,18.2520,10,
0.1587,0.0037,1.1671,4,
0.1591,0.0172,5.6536,4,
0.0879,0.0274,20.2420,8,
0.3034,0.0734,5.8555,30,
0.0763,0.0090,13.2613,7,
0.3292,0.0752,5.1942,38,
0.4151,0.0546,6.9802,47,
0.0406,0.0061,27.9805,5,
0.4118,0.0499,8.3159,49,
0.1156,0.0291,14.1011,10,
0.3914,0.0515,8.5355,48,
0.1589,0.0040,1.2971,4,
0.4762,0.0511,6.0736,50,
0.3439,0.2470,7.3814,39,
0.3257,0.1164,8.5461,31,
0.1584,0.0141,4.8478,4,
0.3140,0.0187,10.3163,21,
0.0484,0.0027,9.2367,5,
0.2890,0.0128,6.0030,12,
0.0959,0.0314,19.5781,8,
0.1210,0.0096,11.9262,8,
0.1330,0.0136,6.4513,5,
0.0811,0.0268,22.9148,7,
0.1643,0.0192,6.3349,12,
0.0851,0.0298,22.2083,7,
0.1933,0.0172,4.2519,16,
0.0897,0.0236,18.6455,7,
0.2050,0.0269,4.9332,17,
0.4038,0.0744,6.3115,27,
0.3808,0.0763,7.6073,26,
0.3549,0.0741,8.4348,26,
0.3328,0.0701,7.3116,25,
0.3169,0.0790,6.4887,23,
0.3028,0.1034,7.7945,22,
0.2843,0.1292,9.5376,21,
0.2621,0.1291,10.7078,20,
0.2691,0.0961,10.0826,20,
0.0639,0.0067,12.2631,4,
0.2457,0.0578,8.0031,18,
0.0873,0.0152,14.2235,6,
0.2563,0.0555,7.0868,18,
0.0824,0.0205,19.2600,6,
0.2507,0.0702,8.9254,18,
0.1020,0.0335,18.0050,7,
0.2415,0.0751,9.7817,18,
0.0841,0.0192,18.1287,5,
0.2304,0.0934,11.0813,17,
0.0791,0.0183,19.3509,6,
0.2392,0.0870,10.4420,18,
0.0730,0.0105,14.3687,4,
0.1546,0.0194,7.2784,4,
0.2289,0.0846,11.8055,18,
0.0942,0.0186,14.1733,6,
0.2385,0.0858,11.3523,18,
0.0726,0.0099,13.3378,5,
0.2111,0.0799,12.2696,17,
0.0905,0.0164,14.1501,6,
0.2323,0.0920,11.4810,18,
0.0844,0.0117,11.7564,6,
0.2166,0.0964,12.3729,18,
0.0895,0.0152,13.4320,5,
0.2421,0.0933,11.3864,19,
0.0919,0.0134,11.5309,5,
0.2403,0.1036,11.0989,19,
0.0725,0.0029,7.6897,4,
0.2505,0.0984,10.7849,19,
0.0641,0.0067,12.7080,4,
0.2622,0.0715,10.1276,20,
0.0640,0.0033,6.4944,4,
0.2694,0.0956,9.8431,20,
0.0636,0.0070,13.8756,4,
0.2512,0.0938,10.4326,20,
0.0802,0.0058,6.7337,5,
0.2576,0.0825,10.0624,20,
0.0824,0.0062,7.0740,4,
0.2454,0.1023,11.0737,19,
0.0602,0.0039,9.0968,4,
0.2437,0.0955,10.7876,19,
0.0581,0.0060,13.3253,4,
0.2672,0.0823,9.5640,20,
0.0757,0.0091,12.1657,5,
0.1490,0.0245,9.6200,4,
0.2564,0.0824,10.1805,20,
0.0763,0.0073,9.3054,5,
0.2562,0.0819,10.2636,20,
0.0639,0.0036,7.4144,4,
0.2560,0.0849,10.4631,20,
0.2396,0.0938,10.7892,19,
0.0715,0.0104,15.2512,4,
0.2650,0.0833,9.5679,20,
0.0605,0.0042,9.2266,4,
0.2640,0.0908,9.8384,20,
0.0611,0.0068,13.5801,4,
0.2336,0.0894,10.8617,19,
