width,depth,curvature,point_count,label
0.2117,0.0306,5.2443,12,
0.1202,0.0031,3.1809,5,
0.1780,0.0042,4.5018,10,
0.1785,0.0007,0.1954,6,
0.1732,0.0036,0.9950,6,
0.8562,0.0058,0.2364,22,
0.0976,0.0372,22.9161,5,
0.0694,0.0053,9.8150,5,
0.0111,0.0058,212.0031,10,
0.0703,0.0046,8.1656,8,
0.1950,0.0267,5.1092,12,
0.1978,0.0043,2.7855,11,
0.1771,0.0021,0.6381,6,
0.2257,0.0063,1.0178,7,
0.8617,0.0048,0.1413,22,
0.0888,0.0441,23.8228,5,
0.0698,0.0074,13.7493,5,
0.0195,0.0086,122.7527,10,
0.0755,0.0060,10.2734,8,
0.2171,0.0309,4.7939,12,
0.1844,0.0075,5.2368,10,
0.1764,0.0096,2.4409,6,
0.1697,0.0025,2.0700,6,
0.8757,0.0048,0.1290,22,
0.1459,0.0321,12.1100,12,
0.0951,0.0227,21.2432,5,
0.0678,0.0072,12.2007,5,
0.0731,0.0042,8.8162,8,
0.0483,0.0069,22.7724,4,
0.1709,0.0175,4.5511,12,
0.0390,0.0023,48.5134,3,
0.2074,0.0147,12.8233,13,
0.1931,0.0079,1.5759,6,
0.1673,0.0017,9.8939,6,
0.8833,0.0063,0.0637,22,
0.1516,0.0370,12.0597,12,
0.0941,0.0269,23.0971,5,
0.0668,0.0062,10.9989,5,
0.0728,0.0071,11.4288,8,
0.0667,0.0093,15.6109,5,
0.3096,0.0485,3.7094,14,
0.2134,0.0224,4.6075,15,
0.1491,0.0031,1.0886,5,
0.1694,0.0017,2.7405,6,
0.9165,0.0110,0.1009,23,
0.1008,0.0078,20.5570,11,
0.0849,0.0164,34.6638,5,
0.0814,0.0083,10.9847,5,
0.0774,0.0079,10.5335,8,
0.4658,0.0529,3.5151,20,
0.3213,0.0545,5.6260,22,
0.8808,0.0075,0.0698,22,
0.1472,0.0456,12.9265,13,
0.0960,0.0386,23.0590,5,
0.0669,0.0070,11.8903,5,
0.0852,0.0062,7.3711,9,
0.1126,0.0101,21.2723,8,
0.2213,0.0299,4.7158,13,
0.0360,0.0018,12.5672,4,
0.8756,0.0070,0.3875,22,
0.0626,0.0168,28.2667,5,
0.0841,0.0075,9.0007,5,
0.0145,0.0078,166.5397,11,
0.0767,0.0060,8.8199,8,
0.3911,0.0505,6.4684,21,
0.0746,0.0038,22.1668,4,
0.2363,0.0205,3.0649,17,
0.1648,0.0028,2.2906,6,
0.9046,0.0029,0.0974,22,
0.1046,0.0361,22.3249,5,
0.0658,0.0046,9.5860,5,
0.0110,0.0088,201.5884,10,
0.0718,0.0053,11.3788,8,
0.3707,0.0554,5.8876,22,
0.0776,0.0189,22.6891,5,
0.2723,0.0116,1.4894,16,
0.1451,0.0020,5.7495,5,
0.8609,0.0044,0.1416,22,
0.1300,0.0414,16.4401,12,
0.2558,0.0388,7.4349,10,
0.0878,0.0079,9.3408,9,
0.3538,0.0584,5.9006,22,
0.2795,0.0084,3.2866,15,
0.1699,0.0047,1.5409,6,
0.8609,0.0059,0.1845,22,
0.0719,0.0081,27.1176,5,
0.0796,0.0078,10.2008,5,
0.0112,0.0071,201.3773,10,
0.0729,0.0050,10.3260,8,
0.3799,0.0541,5.3376,22,
0.2665,0.0050,3.8330,15,
0.1694,0.0013,15.0253,6,
0.8778,0.0067,0.2558,22,
0.1040,0.0336,22.0763,5,
0.0668,0.0053,11.8278,4,
0.0101,0.0046,240.3285,9,
0.0835,0.0051,8.5259,9,
0.3589,0.0535,6.2345,21,
0.2104,0.0131,2.9636,14,
0.1694,0.0017,5.4771,6,
0.8779,0.0033,0.3429,22,
0.1461,0.0377,13.3834,11,
0.0969,0.0358,22.1277,5,
0.0663,0.0065,15.7537,4,
0.0715,0.0046,9.5776,8,
0.1295,0.0203,10.3902,10,
0.1707,0.0159,4.3161,10,
0.0758,0.0132,26.3650,4,
0.1846,0.0220,5.6960,14,
0.1693,0.0013,15.0800,6,
0.8994,0.0027,0.1262,22,
0.0470,0.0035,13.9318,4,
0.0666,0.0024,5.9362,4,
0.0135,0.0033,167.2380,9,
0.0974,0.0075,8.5090,10,
0.0993,0.0076,6.1725,8,
0.1383,0.0141,7.5400,9,
0.1171,0.0045,17.5918,5,
0.1557,0.0256,8.2784,13,
0.1700,0.0021,4.0094,6,
0.8735,0.0102,0.1043,22,
0.1057,0.0240,17.0044,5,
0.0672,0.0036,7.4816,5,
0.0117,0.0076,198.7779,10,
0.0832,0.0043,10.9607,9,
0.1350,0.0336,11.7876,7,
0.1251,0.0100,7.2396,9,
0.0884,0.0646,24.0127,6,
0.2315,0.0262,6.7911,14,
0.1720,0.0059,2.0745,6,
0.8533,0.0037,0.5229,22,
0.1014,0.0244,18.5720,5,
0.0673,0.0046,10.3812,5,
0.0144,0.0043,157.7012,9,
0.0816,0.0057,9.3780,9,
0.1196,0.0264,12.3713,6,
0.1974,0.0352,6.5133,10,
0.1655,0.0305,8.3139,15,
0.1726,0.0025,2.7511,6,
0.8592,0.0034,0.0935,22,
0.1042,0.0109,19.7041,11,
0.2579,0.0366,6.7982,10,
0.0930,0.0046,9.2837,10,
0.0877,0.0112,24.8194,5,
0.1902,0.0278,5.6966,10,
0.0561,0.0101,31.2908,5,
0.1644,0.0283,7.5193,15,
0.1774,0.0011,0.2909,6,
0.8659,0.0042,0.0641,22,
0.1807,0.0951,11.9091,13,
0.2553,0.0426,6.9501,9,
0.0808,0.0047,9.0585,9,
0.1108,0.0244,17.1108,4,
0.1701,0.0267,6.7555,10,
0.2107,0.0311,5.8194,18,
0.1695,0.0039,1.8107,6,
0.9239,0.0110,0.1233,23,
0.1572,0.0251,12.0305,11,
0.1083,0.0280,16.2230,5,
0.0668,0.0066,13.7220,5,
0.0898,0.0063,6.7817,9,
0.1863,0.0274,5.8840,11,
0.0303,0.0002,1.6430,3,
0.2215,0.0277,5.9466,19,
0.1689,0.0028,2.2000,6,
0.8813,0.0067,0.0864,22,
0.2751,0.0340,5.1191,10,
0.0133,0.0037,180.6118,9,
0.0930,0.0050,6.2618,10,
0.1840,0.0204,4.8826,12,
0.0769,0.0156,26.1084,4,
0.1879,0.0291,6.2348,18,
0.1688,0.0045,1.3148,6,
0.8999,0.0036,0.0414,22,
0.2679,0.0401,7.5165,16,
0.1304,0.0111,7.3178,5,
0.0819,0.0077,10.1860,5,
0.0853,0.0032,5.2233,10,
0.1569,0.0081,2.6754,12,
0.1924,0.0407,7.1308,19,
0.1710,0.0018,0.5150,6,
0.8764,0.0086,0.1030,22,
0.2549,0.0694,7.9456,9,
0.1060,0.0111,19.3706,11,
0.0933,0.0044,11.0708,10,
0.1509,0.0045,1.7720,12,
0.0764,0.0041,22.6579,4,
0.1832,0.0351,7.1280,19,
0.1693,0.0043,1.1656,6,
0.9480,0.0047,0.0654,23,
0.1357,0.0386,15.8653,11,
0.0793,0.0103,12.7939,5,
0.0963,0.0056,9.7100,10,
0.1657,0.0105,3.2600,12,
0.1824,0.0249,5.3801,19,
0.1809,0.0017,1.1783,6,
0.8820,0.0063,0.0817,22,
0.0857,0.0103,11.3837,5,
0.0125,0.0055,201.0512,9,
0.0960,0.0051,14.3082,10,
0.1509,0.0062,2.4654,11,
0.1836,0.0082,6.7119,18,
0.1692,0.0021,4.2390,6,
0.8816,0.0029,0.0814,22,
0.0814,0.0080,10.6964,4,
0.0133,0.0041,173.6342,9,
0.1030,0.0026,31.1981,11,
0.1756,0.0088,2.3640,12,
0.0764,0.0115,26.3795,4,
0.1438,0.0019,6.5893,15,
0.1669,0.0019,1.3018,6,
0.8744,0.0072,0.3805,22,
0.0127,0.0046,178.2320,10,
0.0986,0.0036,7.1570,10,
0.1831,0.0075,1.7319,13,
0.1196,0.0050,3.9725,13,
0.1691,0.0015,7.1254,6,
0.8858,0.0050,0.1266,22,
0.1347,0.0344,15.5716,11,
0.0939,0.0056,6.0578,11,
0.2405,0.0189,2.5596,14,
0.0807,0.0217,20.3080,7,
0.1679,0.0012,0.7094,6,
0.8796,0.0122,0.5686,22,
0.1023,0.0118,19.2742,11,
0.0831,0.0082,11.3313,4,
0.0930,0.0036,6.3481,10,
0.2509,0.0143,2.0401,15,
0.1714,0.0007,1.0708,6,
0.8788,0.0081,0.3211,22,
0.0798,0.0086,12.1917,4,
0.0125,0.0062,190.8056,10,
0.1032,0.0056,7.5572,11,
0.1522,0.0065,2.1936,6,
0.2058,0.0118,2.7451,16,
0.0086,0.0022,190.7309,4,
0.1365,0.0028,1.2586,5,
0.8612,0.0062,0.1048,22,
0.1409,0.0341,14.8296,12,
0.0749,0.0079,11.2790,5,
0.1048,0.0059,7.6013,11,
0.1985,0.0160,3.8726,11,
0.2382,0.0179,2.8615,17,
0.1781,0.0018,1.1680,6,
0.8737,0.0064,0.0901,22,
0.0662,0.0035,11.4880,4,
0.0133,0.0044,186.6169,10,
0.0966,0.0067,7.5646,10,
0.1721,0.0057,16.2034,11,
0.2305,0.0197,3.1965,16,
0.0851,0.0171,22.9956,5,
0.1390,0.0025,3.1961,5,
0.8700,0.0108,0.6948,22,
0.1075,0.0106,18.8390,12,
0.0662,0.0035,11.4880,4,
0.1105,0.0091,8.5873,11,
0.1654,0.0163,4.6203,11,
0.2456,0.0245,3.4312,16,
0.1077,0.0008,0.6959,4,
0.2039,0.0008,0.4064,7,
0.8665,0.0054,0.8083,22,
0.0670,0.0027,21.7286,4,
0.0139,0.0033,164.7936,9,
0.0991,0.0024,17.3686,11,
0.1624,0.0099,4.5232,11,
0.3315,0.0310,2.4832,17,
0.1090,0.0002,17.4570,4,
0.1670,0.0021,2.9629,6,
0.8414,0.0088,0.1071,21,
0.1045,0.0117,18.1535,10,
0.0683,0.0034,8.8615,4,
0.0988,0.0087,7.2895,10,
0.1099,0.0113,9.3111,8,
0.2581,0.0264,3.1931,16,
0.1508,0.0031,1.2440,5,
0.1349,0.0023,2.6581,5,
0.8926,0.0103,0.0982,22,
0.0667,0.0025,35.1261,4,
0.0133,0.0038,175.6675,9,
0.0751,0.0045,7.8025,8,
0.0627,0.0023,11.1236,5,
0.2935,0.0302,2.9037,17,
0.1472,0.0010,0.4038,5,
0.2052,0.0037,1.3444,7,
0.8550,0.0036,0.2668,22,
0.1497,0.0288,12.8063,12,
0.0718,0.0048,14.0556,4,
0.0871,0.0055,8.0013,9,
0.3018,0.0320,2.8516,18,
0.1780,0.0033,0.8930,6,
0.2084,0.0037,1.0452,7,
0.8539,0.0037,0.1145,22,
0.0715,0.0085,13.0786,5,
0.0167,0.0063,145.9626,10,
0.0714,0.0034,7.5997,8,
0.2850,0.0346,3.3776,18,
0.1703,0.0027,0.8407,6,
0.1761,0.0021,1.0696,6,
0.8609,0.0043,0.2351,22,
0.0699,0.0081,15.4331,5,
0.0144,0.0035,143.5457,9,
0.0759,0.0052,7.3588,8,
0.3234,0.0354,2.9700,19,
0.0786,0.0263,23.4809,5,
0.1362,0.0006,1.5440,5,
0.1836,0.0026,0.6004,6,
0.8836,0.0067,0.0882,22,
0.1462,0.0299,13.2538,12,
0.0682,0.0100,16.3879,5,
0.0577,0.0095,21.4858,4,
0.0809,0.0064,9.1323,8,
0.2783,0.0326,3.5154,18,
0.1779,0.0045,1.2727,6,
0.1359,0.0009,0.4426,5,
0.8829,0.0070,0.0744,22,
0.0800,0.0054,9.3868,6,
0.0135,0.0045,169.2365,10,
0.0626,0.0064,11.9515,5,
0.0669,0.0024,9.0837,7,
0.3347,0.0370,3.1236,19,
0.0363,0.0043,42.5089,4,
0.1509,0.0006,0.2691,5,
0.1696,0.0017,12.0505,6,
0.8807,0.0206,0.2273,22,
0.1480,0.0304,12.5747,12,
0.0701,0.0082,13.0748,5,
0.1088,0.0133,8.9516,7,
0.0547,0.0041,12.7678,6,
0.3227,0.0355,3.3879,19,
0.1362,0.0004,0.3158,5,
0.2034,0.0034,0.8688,7,
0.8934,0.0053,0.1238,22,
0.0696,0.0041,9.2665,4,
0.0150,0.0033,136.7855,9,
0.1806,0.0270,5.8179,14,
0.0627,0.0043,10.2045,6,
0.2788,0.0331,3.5740,18,
0.1508,0.0016,0.6081,5,
0.1698,0.0032,1.2562,6,
0.8597,0.0108,0.1985,22,
0.1046,0.0112,18.3927,10,
0.0736,0.0091,13.0941,5,
0.2272,0.0282,4.3515,19,
0.0662,0.0052,9.9254,6,
0.3482,0.0391,2.8367,19,
0.0461,0.0066,23.3396,4,
0.1435,0.0020,0.8624,5,
0.1699,0.0013,17.3215,6,
0.8644,0.0078,0.1225,22,
0.0721,0.0100,14.6326,5,
0.0130,0.0035,172.9620,9,
0.4297,0.1086,3.7035,38,
0.3350,0.0340,2.9146,20,
0.1708,0.0078,2.3391,6,
0.1834,0.0016,15.7879,6,
0.8650,0.0049,0.1700,22,
0.0707,0.0084,13.2238,5,
0.0148,0.0061,163.3139,10,
0.4205,0.0949,3.4943,40,
0.2784,0.0307,3.5282,19,
0.1895,0.0036,0.8802,5,
0.1357,0.0023,2.1796,5,
0.8686,0.0043,0.3273,22,
0.0818,0.0088,10.8175,6,
0.0142,0.0047,166.2833,10,
0.4373,0.0978,3.2977,41,
0.2651,0.0373,4.4504,18,
0.1909,0.0027,0.6341,6,
0.1353,0.0026,1.6142,5,
0.8733,0.0058,0.2177,22,
0.1061,0.0126,16.6593,10,
0.0832,0.0103,11.6177,6,
0.4403,0.1046,3.4734,40,
0.2719,0.0375,4.1582,18,
0.0235,0.0062,82.5662,4,
0.1454,0.0020,0.8457,5,
0.1693,0.0017,5.4697,6,
0.8862,0.0090,0.0961,22,
0.1469,0.0307,14.0103,12,
0.0837,0.0062,16.1340,6,
0.4487,0.1132,3.6192,40,
0.3176,0.0374,3.5715,18,
0.1381,0.0009,0.7460,5,
0.1694,0.0017,5.4771,6,
0.8641,0.0077,0.5201,22,
0.0691,0.0041,10.5347,4,
0.0130,0.0063,170.9789,10,
0.4546,0.1161,3.6048,39,
0.2601,0.0343,4.0779,18,
0.1768,0.0041,1.2094,6,
0.1750,0.0011,0.2690,6,
0.8709,0.0034,0.2228,22,
0.0718,0.0093,14.1683,5,
0.0162,0.0035,139.6430,9,
0.4153,0.0964,3.7562,36,
0.2608,0.0340,4.2277,17,
0.0314,0.0051,52.7228,4,
0.1298,0.0027,1.3170,5,
0.1769,0.0025,1.1540,6,
0.8688,0.0052,0.1745,22,
0.1765,0.0279,9.1406,11,
0.0688,0.0064,15.0405,4,
0.4117,0.0675,3.1841,35,
0.3152,0.0392,3.7627,18,
0.0074,0.0037,271.7523,3,
0.1394,0.0024,0.9597,5,
0.1699,0.0021,0.5815,6,
0.8804,0.0069,0.0799,22,
0.0805,0.0072,32.4413,6,
0.0144,0.0036,160.0399,9,
0.4068,0.0588,2.6121,34,
0.3239,0.0376,3.3867,18,
0.1861,0.0056,1.2540,6,
0.1669,0.0025,2.5252,6,
0.8809,0.0075,0.0708,22,
0.0832,0.0079,13.3740,6,
0.0150,0.0036,154.2529,10,
0.3944,0.0703,3.4428,32,
0.2457,0.0284,3.8941,16,
0.0411,0.0075,48.4211,4,
0.1546,0.0021,0.7755,5,
0.1689,0.0030,1.2855,6,
0.8803,0.0083,0.1108,22,
0.1062,0.0128,17.2088,10,
0.0689,0.0038,21.9841,4,
0.3368,0.0449,3.5363,24,
0.2445,0.0272,3.6970,16,
0.0235,0.0072,85.7616,4,
0.1837,0.0067,1.7665,6,
0.1699,0.0018,13.9201,6,
0.9153,0.0049,0.6392,23,
0.1063,0.0129,17.8991,11,
0.0693,0.0097,15.3677,5,
0.4624,0.0591,7.2109,33,
0.0564,0.0017,4.8520,5,
0.2717,0.0191,2.6447,18,
0.1526,0.0033,1.2661,5,
0.1737,0.0016,0.4293,6,
0.8526,0.0046,0.1106,22,
0.0815,0.0073,15.7370,5,
0.0134,0.0044,166.2253,10,
0.4595,0.0469,3.5039,33,
0.1146,0.0370,16.7500,7,
0.3109,0.0260,2.3753,18,
0.1779,0.0057,1.4996,6,
0.1745,0.0009,0.2865,6,
0.8272,0.0037,0.0584,21,
0.1809,0.0917,11.7604,13,
0.0733,0.0090,12.9739,5,
0.4657,0.0450,2.3779,33,
0.1821,0.0362,9.2225,9,
0.2584,0.0221,2.8310,16,
0.1363,0.0004,0.2058,5,
0.1835,0.0029,1.1748,6,
0.8624,0.0067,0.1022,22,
0.0705,0.0039,24.2789,4,
0.0168,0.0033,127.0223,9,
0.4600,0.0453,2.1660,32,
0.1892,0.0432,11.0589,9,
0.2418,0.0271,3.7306,16,
0.1453,0.0029,1.2936,5,
0.1693,0.0029,3.1861,6,
0.8689,0.0116,0.4252,22,
0.0812,0.0099,12.9890,5,
0.0135,0.0076,170.2555,10,
0.4590,0.1100,3.5646,31,
0.2270,0.0307,8.1619,10,
0.3194,0.0287,2.5897,17,
0.1508,0.0013,0.5283,5,
0.2012,0.0032,3.2677,7,
0.8836,0.0035,0.0520,22,
0.1049,0.0108,18.9950,11,
0.0845,0.0092,10.9835,5,
0.4572,0.0982,3.4066,31,
0.2410,0.0262,10.8920,10,
0.3116,0.0282,2.7024,17,
0.1509,0.0021,0.8019,5,
0.1694,0.0017,2.7361,6,
0.8201,0.0069,2.8144,21,
0.0712,0.0058,13.0610,4,
0.0149,0.0054,150.4439,10,
0.4452,0.1019,3.5927,31,
0.2796,0.0319,9.6421,11,
0.2548,0.0233,3.0698,17,
0.1770,0.0052,1.4940,6,
0.1669,0.0031,1.5012,6,
0.8422,0.0064,0.0888,21,
0.1710,0.0214,10.1094,11,
0.0692,0.0083,13.5298,5,
0.4444,0.0958,3.2734,30,
0.2886,0.0249,4.1386,11,
0.2563,0.0232,3.0953,17,
0.0118,0.0016,132.6408,3,
0.1453,0.0030,1.1937,5,
0.1760,0.0008,0.2954,6,
0.8814,0.0045,0.0708,22,
0.0696,0.0044,12.4379,4,
0.0163,0.0060,131.9143,10,
0.4567,0.0754,2.5575,30,
0.1577,0.0189,6.0327,9,
0.2445,0.0223,3.1622,16,
0.1347,0.0042,2.0209,5,
0.1446,0.0021,1.1067,5,
0.8657,0.0093,0.2950,22,
0.0712,0.0062,13.2812,4,
0.0149,0.0022,152.0397,9,
0.4462,0.0602,2.6567,30,
0.1508,0.0158,5.9244,10,
0.3298,0.0263,2.1297,18,
0.1371,0.0009,0.3792,4,
0.1697,0.0022,2.6550,6,
0.8794,0.0075,0.1101,22,
0.0694,0.0070,14.9343,4,
0.0139,0.0035,163.0274,9,
0.4539,0.0648,2.6444,30,
0.1644,0.0199,6.1005,12,
0.3283,0.0266,2.3258,18,
0.1418,0.0045,1.8476,5,
0.1696,0.0022,3.2671,6,
0.8682,0.0067,1.0393,22,
0.0707,0.0062,13.4348,4,
0.0153,0.0065,149.5381,10,
0.4540,0.0638,2.7504,31,
0.1755,0.0238,5.7917,14,
0.3142,0.0265,2.4389,17,
0.1545,0.0026,0.8747,5,
0.1663,0.0036,0.9889,6,
0.8757,0.0142,0.1632,22,
0.1055,0.0115,18.4291,11,
0.0700,0.0060,13.8775,4,
0.4395,0.0596,3.0082,30,
0.1912,0.0304,5.9736,15,
0.2520,0.0221,3.0400,16,
0.1474,0.0040,1.5593,5,
0.1688,0.0033,0.9261,6,
0.8774,0.0153,2.9231,22,
0.0717,0.0059,12.4812,4,
0.0144,0.0032,161.4231,9,
0.4463,0.0603,2.9614,30,
0.2245,0.0422,5.7968,16,
0.3298,0.0230,2.0445,19,
0.1416,0.0035,1.4333,5,
0.1738,0.0038,1.4845,6,
0.8751,0.0033,0.0657,22,
0.0712,0.0092,15.1707,5,
0.0141,0.0043,165.7395,10,
0.4695,0.0681,2.8081,30,
0.1856,0.0304,6.3549,17,
0.3099,0.0255,2.4357,17,
0.0994,0.0003,1.4086,4,
0.1803,0.0023,0.6102,6,
0.8801,0.0074,0.1070,22,
0.0814,0.0096,12.1527,6,
0.0117,0.0036,203.3657,9,
0.4621,0.0715,2.8902,30,
0.2317,0.0467,6.0605,19,
0.2830,0.0228,2.6083,17,
0.1442,0.0059,2.3062,5,
0.2026,0.0040,1.0961,7,
0.8728,0.0111,0.4698,22,
0.1142,0.0128,17.1019,12,
0.0810,0.0086,11.1197,5,
0.4663,0.0696,2.7533,29,
0.0386,0.0011,22.0435,4,
0.2483,0.0565,6.1898,21,
0.2605,0.0244,2.9425,16,
0.1510,0.0016,0.6756,5,
0.1697,0.0027,0.9989,6,
0.8801,0.0169,0.2849,22,
0.0817,0.0099,12.8405,5,
0.0181,0.0063,124.1392,9,
0.4378,0.0647,2.9262,28,
0.0897,0.0244,20.7770,6,
0.1781,0.0255,5.9971,20,
0.2638,0.0235,2.8114,16,
0.1063,0.0005,0.3796,4,
0.1673,0.0017,9.8939,6,
0.8845,0.0040,0.1075,22,
0.0699,0.0089,14.8836,5,
0.0149,0.0048,154.5502,10,
0.4171,0.0535,2.9190,26,
0.1598,0.0433,11.5375,8,
0.1745,0.0260,6.3525,21,
0.3131,0.0229,2.0390,17,
0.1063,0.0005,0.3792,4,
0.1701,0.0017,10.3592,6,
0.8290,0.0036,0.1833,21,
0.1080,0.0135,16.1577,10,
0.0696,0.0090,15.4272,5,
0.3252,0.0341,3.5599,20,
0.1531,0.0442,13.9860,8,
0.1791,0.0257,6.3054,21,
0.2602,0.0185,2.6407,16,
0.1132,0.0002,0.9000,4,
0.1757,0.0045,1.3842,6,
0.8545,0.0026,0.2317,22,
0.0679,0.0074,13.6029,5,
0.0159,0.0038,140.5920,9,
0.2542,0.0099,3.5788,15,
0.1861,0.0488,11.4763,9,
0.2119,0.0216,3.8111,21,
0.3195,0.0245,2.1278,17,
0.0989,0.0003,2.1779,4,
0.1843,0.0015,11.8605,6,
0.8781,0.0033,0.1723,22,
0.0784,0.0106,12.9837,6,
0.1087,0.0132,17.6254,11,
0.1711,0.0057,6.9395,10,
0.2106,0.0466,9.5144,10,
0.2434,0.0381,4.6723,22,
0.3397,0.0305,2.1714,18,
0.1357,0.0014,0.6202,4,
0.2033,0.0029,0.9259,7,
0.8318,0.0059,0.1608,21,
0.0641,0.0061,16.5664,4,
0.0181,0.0038,125.7457,10,
0.1186,0.0168,9.3334,7,
0.2098,0.0496,10.5861,10,
0.2281,0.0600,9.5179,22,
0.3122,0.0241,2.3555,16,
0.1453,0.0025,1.0649,5,
0.1694,0.0023,1.2772,6,
0.8813,0.0064,0.0639,22,
0.0804,0.0056,7.1383,6,
0.0173,0.0021,121.9972,9,
0.0536,0.0008,5.9788,4,
0.2198,0.0518,10.1069,11,
0.2050,0.0596,11.3218,19,
0.3335,0.0291,2.3365,18,
0.1454,0.0023,1.0875,5,
0.1694,0.0021,2.1501,6,
0.8823,0.0049,0.1674,22,
0.0808,0.0038,5.5340,6,
0.0149,0.0038,158.7430,9,
0.0674,0.0091,22.0240,7,
0.1047,0.0038,2.9082,5,
0.1922,0.0695,13.6958,17,
0.3291,0.0309,2.4796,19,
0.1105,0.0008,0.6655,4,
0.1699,0.0015,0.4400,6,
0.9273,0.0186,0.2051,23,
0.1748,0.0229,10.5893,12,
0.0806,0.0103,12.5112,6,
0.2309,0.0623,10.5918,13,
0.1897,0.0518,11.6943,16,
0.2573,0.0221,3.2505,17,
0.1453,0.0025,1.0829,5,
0.1666,0.0023,6.4666,6,
0.8771,0.0019,0.0417,22,
0.1588,0.0264,12.1209,12,
0.0779,0.0037,6.1235,5,
0.2395,0.0625,9.9464,14,
0.1824,0.0538,12.7902,15,
0.3072,0.0267,2.6369,17,
0.1022,0.0002,0.7689,4,
0.1725,0.0023,1.1462,6,
0.9024,0.0146,0.1411,23,
0.1575,0.0288,12.5205,11,
0.0683,0.0070,13.0833,5,
0.2596,0.0638,9.9162,15,
0.1810,0.0707,13.2658,15,
0.2516,0.0230,3.3314,17,
0.1356,0.0042,2.0005,5,
0.1412,0.0005,0.2809,5,
0.8782,0.0089,0.1257,22,
0.0666,0.0078,15.8721,5,
0.0181,0.0033,115.0314,10,
0.2398,0.0613,9.6863,15,
0.2109,0.0509,10.5892,15,
0.3073,0.0235,2.5294,18,
0.1339,0.0008,0.3792,4,
0.1693,0.0017,5.4697,6,
0.8812,0.0097,0.1580,22,
0.1080,0.0134,16.9740,10,
0.0640,0.0079,16.2400,5,
0.2556,0.0676,10.1611,17,
0.2241,0.0664,9.6486,16,
0.2577,0.0226,3.1908,17,
0.1132,0.0009,0.6397,4,
0.1697,0.0017,12.1088,6,
0.8650,0.0064,0.1795,22,
0.0670,0.0075,17.8846,4,
0.0153,0.0039,136.5972,9,
0.2277,0.0653,10.8581,16,
0.2323,0.0607,9.4202,16,
0.3115,0.0257,2.4458,17,
0.0541,0.0062,16.1392,4,
0.1118,0.0002,1.3413,4,
0.1694,0.0027,1.9959,6,
0.8700,0.0085,0.1082,22,
0.0660,0.0083,19.4649,4,
0.0153,0.0030,141.2232,9,
0.2274,0.0643,10.7426,16,
0.2501,0.0575,8.4874,17,
0.3062,0.0248,2.6770,17,
0.1417,0.0045,2.0322,5,
0.1692,0.0017,13.6991,6,
0.8722,0.0121,0.1190,22,
0.1615,0.0294,11.8262,12,
0.0663,0.0074,14.7633,5,
0.2431,0.0747,10.7537,17,
0.2589,0.0618,8.1367,18,
0.3063,0.0240,2.5697,17,
0.1420,0.0037,1.5639,5,
0.1334,0.0026,1.6639,5,
0.8631,0.0152,0.5287,22,
0.1612,0.0281,11.5817,12,
0.0665,0.0041,10.2420,4,
0.2473,0.0809,11.0152,17,
0.2814,0.0643,8.0558,21,
0.2785,0.0238,2.6445,18,
0.0791,0.0006,7.2367,4,
0.1363,0.0042,1.8333,5,
0.1334,0.0021,6.2580,5,
0.8924,0.0061,0.0773,22,
0.0666,0.0025,6.2233,4,
0.0174,0.0035,124.8332,10,
0.0974,0.0100,11.2750,6,
0.2664,0.0645,10.2290,16,
0.2831,0.0502,9.4739,22,
0.2753,0.0280,2.9930,17,
0.1454,0.0048,1.9412,5,
0.1733,0.0024,1.5055,6,
0.8805,0.0087,0.1607,22,
0.0835,0.0052,6.2582,6,
0.0149,0.0034,147.9556,9,
0.1999,0.0097,3.5247,11,
0.4831,0.1859,4.7825,37,
0.2683,0.0269,3.0834,17,
0.0757,0.0032,9.0183,4,
0.1370,0.0035,1.5541,5,
0.1843,0.0018,4.9450,6,
0.8808,0.0075,0.0942,22,
0.0791,0.0053,7.0626,6,
0.0135,0.0036,161.8697,9,
0.1973,0.0323,5.8716,19,
0.2714,0.0230,2.5645,16,
0.0768,0.0068,26.5305,4,
0.1362,0.0024,1.1884,5,
0.1684,0.0040,1.4140,6,
0.8955,0.0041,0.1802,22,
0.0666,0.0041,10.0520,4,
0.0191,0.0040,122.2483,10,
0.4328,0.0577,2.5484,26,
0.3745,0.0570,4.2870,27,
0.3102,0.0273,2.3396,17,
0.1132,0.0002,0.9037,4,
0.1789,0.0021,2.4372,6,
0.8620,0.0066,0.9814,22,
0.0668,0.0033,8.2131,4,
0.0164,0.0033,121.4430,9,
0.4262,0.0468,2.4840,26,
0.3736,0.0536,4.4934,25,
0.2530,0.0220,2.9151,16,
0.1357,0.0025,1.2598,5,
0.1839,0.0020,0.4796,6,
0.8797,0.0063,0.0672,22,
0.1554,0.0277,12.6906,12,
0.0793,0.0053,7.7901,6,
0.4255,0.0528,2.5678,26,
0.3548,0.0573,4.4286,24,
0.2619,0.0261,3.2160,16,
0.0411,0.0051,34.8478,4,
0.1381,0.0046,2.0840,5,
0.1720,0.0097,2.7402,6,
0.8663,0.0047,3.5930,22,
0.1071,0.0120,18.0885,11,
0.1662,0.0297,7.7072,6,
0.4395,0.0561,2.4889,26,
0.3755,0.0582,4.3797,24,
0.3073,0.0314,3.0920,17,
0.1453,0.0025,0.9404,5,
0.1697,0.0039,1.8064,6,
0.8756,0.0024,0.0407,22,
0.1069,0.0133,17.3047,10,
0.0671,0.0072,13.8585,5,
